ID,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,Grade Point 
610628,711,707,742,731,704,713,716,712,725,708,702,726,722,715,717,709,705,706,710,70
610629,707,725,712,722,704,702,717,726,711,713,731,716,709,742,705,715,708,710,706,113.5
610630,707,712,711,722,704,706,725,702,742,716,731,709,717,713,726,715,708,710,705,126.5
610631,725,709,722,704,717,707,711,712,731,702,708,710,713,742,706,716,705,715,726,79.5
610632,709,715,717,704,713,716,711,712,722,705,725,731,742,710,708,707,702,726,706,91.5
610633,713,708,716,705,702,704,707,712,722,725,715,726,731,710,711,742,717,706,709,93.5
610634,705,717,704,715,722,702,726,725,707,708,711,713,710,712,742,731,706,709,716,113.5
610635,725,707,722,712,717,708,713,731,742,704,709,710,702,726,705,711,716,715,706,91
610636,709,712,722,731,707,713,706,717,711,704,742,725,716,710,708,702,705,715,726,99
610637,708,715,704,710,742,731,706,707,722,717,713,712,709,702,716,711,725,726,705,107
610638,712,704,707,731,705,713,717,715,702,709,742,726,725,722,716,711,710,708,706,118
610639,707,722,711,712,717,742,702,725,726,709,704,713,731,716,705,706,708,715,710,136
610640,725,707,712,715,722,706,717,702,710,704,716,726,731,742,705,713,708,709,711,115
610641,712,711,707,717,716,725,713,702,706,742,722,704,708,710,715,731,709,726,705,147.5
610642,712,722,725,707,711,702,704,731,716,713,726,715,709,710,705,708,706,717,742,113
610643,742,713,731,704,717,712,702,707,725,709,722,726,708,715,710,716,705,711,706,99
610644,731,717,704,707,712,713,711,722,725,742,706,709,702,708,710,715,726,716,705,143
610645,711,725,716,709,702,707,706,712,731,722,704,715,726,742,710,708,713,717,705,155.5
610646,706,725,711,707,717,742,722,709,704,705,713,731,716,715,710,708,702,712,726,170
610647,707,712,717,702,726,716,713,710,708,704,709,705,722,742,731,715,711,725,706,79.5
610648,704,717,711,742,731,713,705,707,709,702,706,710,708,722,716,725,712,726,715,131
610649,722,712,704,742,717,707,709,725,726,716,705,713,711,702,715,731,708,710,706,82.5
610650,731,708,713,704,710,717,715,712,722,709,726,707,702,742,725,711,705,716,706,58.5
610651,722,717,713,707,725,726,704,702,712,711,709,705,716,731,742,715,708,706,710,108.5
610652,707,711,725,717,722,712,705,716,704,702,742,709,713,731,710,715,726,708,706,138.5
610653,,,,,,,,,,,,,,,,,,,,0
610654,706,702,731,717,726,704,709,705,715,742,712,711,716,707,722,725,708,713,710,110.5
610655,712,709,717,702,704,713,716,706,742,715,722,725,731,707,711,705,708,710,726,96
610656,707,712,709,731,713,706,711,725,722,717,708,742,702,716,704,726,715,710,705,97
610657,707,722,717,702,712,704,709,731,713,715,742,725,708,711,716,710,726,706,705,113
610658,705,704,717,716,726,742,715,731,707,702,725,722,709,710,712,713,708,711,706,102.5
610659,712,722,707,713,717,725,711,702,709,716,731,705,704,708,742,726,715,710,706,80
610660,704,715,717,731,705,713,707,709,711,712,716,726,725,722,702,742,708,710,706,122.5
610661,707,726,717,702,725,704,711,713,712,715,716,722,731,742,709,705,710,708,706,84.5
610662,722,702,704,731,709,705,707,708,715,712,717,726,713,725,716,711,706,710,742,80.5
610663,712,711,717,709,716,722,704,702,705,725,742,731,706,707,713,715,726,708,710,136
610664,712,722,707,705,725,715,711,704,702,742,726,706,717,716,709,731,708,710,713,167.5
610665,707,712,705,742,713,717,731,711,716,725,722,702,704,706,708,709,710,726,715,111
610666,725,711,716,717,707,702,704,722,709,713,715,712,710,726,742,731,705,708,706,121
610667,712,705,709,717,716,711,731,704,707,702,715,722,725,742,708,726,710,713,706,120
610668,722,725,707,702,708,717,711,712,704,709,713,716,742,731,726,710,715,706,705,142.5
610669,712,726,717,713,731,722,715,716,711,709,725,704,702,707,742,705,710,708,706,104
610670,712,711,717,716,704,722,715,742,713,707,731,709,702,725,708,710,726,706,705,108
610671,707,722,712,717,705,702,711,716,709,725,742,708,726,704,715,731,710,713,706,107
610672,717,726,713,704,702,716,715,707,712,711,725,722,709,705,731,742,708,710,706,75.5
610673,715,704,717,706,710,726,731,722,725,709,705,716,711,702,707,742,713,712,708,52.5
610674,731,704,709,742,702,712,717,706,713,705,716,710,708,726,722,711,707,725,715,118
610675,711,702,725,712,706,722,704,707,715,713,717,709,716,705,710,731,708,742,726,182
610676,711,707,709,722,705,725,702,726,716,712,742,731,717,715,704,710,713,708,706,102.5
610677,707,722,702,726,717,705,709,716,742,708,710,711,712,715,704,725,731,713,706,122.5
610678,726,717,702,704,705,708,709,710,711,712,713,715,716,722,731,725,742,707,706,89.5
610679,704,715,708,726,731,742,717,713,705,709,710,707,711,706,725,722,712,716,702,85.5
610680,708,710,713,715,704,726,731,742,712,709,705,716,717,725,722,702,707,706,711,89.5
610681,711,725,712,707,709,704,702,722,705,716,713,717,708,715,726,742,731,706,710,150
610682,711,707,712,704,709,722,725,742,731,702,726,716,713,717,715,705,710,708,706,139
610683,705,709,717,715,726,713,704,711,712,716,708,710,702,731,742,725,722,707,706,123.5
610684,711,707,722,704,712,725,702,705,709,717,713,716,731,742,715,708,726,710,706,98.5
610685,707,722,725,705,711,702,704,716,709,726,712,708,742,715,713,717,731,706,710,140.5
610686,702,715,704,717,731,726,722,725,707,713,709,706,708,712,742,710,711,716,705,75
610687,731,715,706,710,708,713,717,704,705,709,711,707,712,702,716,722,725,742,726,84.5
610688,705,717,713,707,712,725,722,709,731,702,715,742,706,711,704,716,726,710,708,87.5
610689,708,702,715,710,705,704,709,713,717,716,726,722,712,711,725,707,742,731,706,92
610690,,,,,,,,,,,,,,,,,,,,49.5
610691,715,726,713,717,709,702,716,705,707,722,725,731,704,711,712,708,742,710,706,64.5
610692,707,717,722,702,712,704,731,742,706,725,711,709,716,715,726,713,708,705,710,155.5
610693,707,722,717,709,711,706,716,715,726,725,713,704,702,710,712,708,705,731,742,134.5
610694,712,704,702,717,707,722,711,726,705,731,708,709,742,725,716,715,713,710,706,135
610695,712,717,707,702,722,725,705,709,713,711,704,715,716,731,726,742,710,708,706,140.5
610696,712,705,742,722,725,707,704,716,709,711,702,717,731,708,713,710,715,726,706,158.5
610697,715,731,705,708,722,717,704,726,716,702,713,707,710,709,712,725,742,711,706,107.5
610698,712,707,722,717,702,711,726,705,725,704,709,708,713,710,706,731,716,715,742,116.5
610699,726,712,707,715,731,708,710,717,702,704,722,709,713,711,716,725,742,705,706,45.5
610700,709,704,715,702,710,708,726,731,711,742,706,722,707,712,725,717,716,713,705,112.5
610701,717,702,725,707,712,716,705,711,709,722,726,715,742,731,706,704,708,710,713,77.5
610702,704,709,731,717,702,715,712,713,742,726,707,711,722,716,725,705,708,710,706,90.5
610703,717,702,726,704,715,713,712,731,716,742,705,707,722,725,709,711,708,706,710,89.5
610704,725,711,707,704,716,709,702,722,717,742,712,715,713,705,731,708,710,726,706,125
610705,704,717,715,710,742,726,705,709,711,712,706,702,716,707,725,722,731,708,713,107
610706,709,742,702,704,731,716,713,705,715,726,708,710,722,717,725,712,711,707,706,92
610707,712,711,704,725,707,702,709,716,717,731,742,722,726,705,708,715,713,710,706,110
610708,717,709,705,704,742,731,712,707,711,725,722,715,702,713,716,726,710,708,706,75.5
610709,712,722,725,742,702,731,707,705,711,713,717,704,716,710,709,715,708,726,706,100.5
610710,702,716,709,705,742,726,704,717,710,713,715,731,707,722,712,725,711,708,706,118.5
610711,717,716,713,702,715,726,708,704,731,711,722,707,742,705,712,709,710,725,706,81
610712,712,722,713,731,742,705,707,725,711,709,702,716,717,704,715,726,708,710,706,73
610713,711,707,712,722,717,713,716,702,704,715,731,742,705,709,725,706,710,708,726,89
610714,722,707,704,705,716,709,713,702,712,708,710,742,711,717,725,731,715,726,706,80.5
610715,705,702,704,725,722,707,709,711,716,726,708,713,712,731,717,742,710,715,706,71
610716,725,722,707,711,712,702,713,731,742,704,708,710,706,709,716,726,717,705,715,89.5
610717,706,705,711,709,702,716,707,722,725,715,704,710,742,731,712,713,717,708,726,144.5
610718,715,717,704,712,731,702,742,726,725,722,706,705,716,713,710,709,708,707,711,150
610719,712,722,709,704,702,710,707,715,711,705,717,725,706,713,716,708,742,726,731,87.5
610720,705,716,702,711,704,709,722,725,731,742,726,717,707,712,715,713,710,708,706,167
610721,716,715,731,726,702,704,707,742,722,712,713,708,710,717,706,709,705,711,725,140
610722,715,717,708,713,704,712,726,742,705,707,731,710,702,711,722,725,709,706,716,77
610723,712,722,709,715,731,713,716,717,704,705,725,707,742,711,708,702,710,706,726,103
610724,717,704,702,715,726,707,708,709,731,710,722,725,713,712,711,742,705,716,706,114
610725,742,731,712,704,706,707,717,726,725,722,708,710,711,709,702,713,715,716,705,109
610726,725,707,722,711,702,709,704,712,717,716,706,710,742,731,726,713,708,705,715,136
610727,722,702,713,705,707,704,709,726,725,712,711,708,715,717,742,716,731,710,706,78.5
610728,717,709,715,742,704,706,726,711,725,722,731,716,713,712,710,708,707,705,702,136.5
610729,711,707,712,717,722,702,713,705,709,742,725,716,704,731,726,715,708,710,706,93.5
610730,705,704,726,715,707,713,708,710,716,709,711,712,722,725,742,717,731,702,706,94
610731,707,717,704,709,731,702,715,726,713,708,742,725,722,706,712,711,710,716,705,78.5
610732,717,712,707,711,715,731,742,722,725,713,702,704,710,709,716,726,706,708,705,105
610733,705,712,709,702,704,717,716,722,713,708,707,725,715,726,710,731,742,706,711,121
610734,715,704,702,705,709,731,713,708,710,726,717,742,722,725,716,707,712,711,706,88
610735,712,722,707,725,709,711,716,713,705,704,702,706,742,731,726,708,710,717,715,159.5
610736,712,707,717,722,702,704,709,711,725,742,731,716,705,713,708,710,726,715,706,131.5
610737,704,717,709,742,722,705,713,715,716,726,711,725,712,702,707,708,731,710,706,118.5
610738,704,717,722,715,711,712,725,702,742,706,731,713,709,710,708,707,716,705,726,130
610739,717,704,705,713,742,731,722,709,726,702,712,707,711,716,715,725,708,710,706,128.5
610740,709,716,742,731,726,715,713,710,708,705,717,725,707,711,712,722,704,702,706,80
610741,707,722,712,704,717,709,725,711,702,708,713,705,726,716,715,742,731,710,706,122.5
610742,704,717,702,726,713,731,715,709,716,742,705,708,710,707,722,725,712,711,706,101.5
610743,707,722,702,709,712,704,713,717,716,708,710,711,705,725,742,731,726,715,706,117
610744,715,704,707,708,713,709,702,710,722,712,725,705,717,726,731,742,706,716,711,129
610745,707,702,704,722,711,712,717,725,709,705,713,716,715,731,742,708,710,726,706,95
610746,707,722,712,726,717,704,709,711,705,725,742,702,716,713,731,715,708,710,706,106.5
610747,707,722,725,712,705,704,702,742,716,731,709,711,713,715,726,708,710,706,717,132.5
610748,712,702,704,705,716,717,725,726,707,722,742,711,709,731,713,715,710,706,708,136
610749,722,707,702,716,717,709,712,711,715,704,726,708,731,706,742,710,705,725,713,125
610750,704,717,715,702,742,725,722,712,711,709,707,716,726,731,713,705,708,710,706,122
610751,717,704,702,713,708,715,709,731,742,712,705,716,707,722,725,710,711,706,726,89.5
610752,705,717,716,704,702,742,731,712,711,722,725,707,709,708,715,726,713,710,706,77
610753,713,731,715,710,708,726,702,704,709,711,712,716,717,722,725,742,705,706,707,83
610754,725,707,712,742,731,704,717,713,708,722,702,715,710,709,716,711,726,705,706,84.5
610755,704,722,742,731,726,715,717,709,710,707,712,708,711,725,713,716,702,705,706,99
610756,707,711,712,704,713,722,709,726,717,705,702,716,715,706,708,725,710,731,742,84.5
610757,702,712,717,722,716,715,704,713,726,742,705,711,709,707,731,725,708,710,706,95.5
610758,708,717,702,713,715,726,704,705,706,710,716,709,711,731,707,742,722,725,712,75
610759,711,722,725,707,716,712,705,742,704,726,709,713,708,710,717,715,731,706,702,120
610760,704,709,702,722,717,707,711,712,713,715,725,742,731,726,716,705,708,710,706,124.5
610761,722,704,742,702,731,705,707,709,717,725,706,710,708,713,711,712,716,715,726,82.5
610762,711,716,722,731,742,712,725,713,708,709,707,704,702,726,715,705,717,706,710,121.5
610763,725,704,722,717,702,709,715,712,731,742,707,713,705,726,708,711,716,710,706,102.5
610764,717,704,722,708,713,702,712,707,726,742,715,716,705,710,711,725,709,731,706,119
610765,705,702,707,712,726,704,722,716,711,725,717,713,715,709,731,742,708,710,706,92.5
610766,707,725,712,742,711,722,704,716,717,731,726,715,713,709,705,702,708,710,706,90
610767,722,707,712,725,705,716,717,702,704,709,711,715,731,742,708,726,713,710,706,123.5
610768,707,705,704,742,725,722,711,712,709,716,715,713,731,702,708,710,717,706,726,111
610769,722,707,717,702,713,731,704,742,715,725,712,705,709,706,710,716,726,708,711,107.5
610770,725,707,712,711,722,717,713,716,709,704,706,742,731,726,702,715,705,710,708,50.5
610771,731,742,717,707,704,715,705,712,709,726,722,725,711,716,702,706,708,713,710,120
610772,725,704,716,711,717,709,712,705,710,722,715,731,708,742,713,707,726,702,706,129
610773,705,716,711,704,717,742,726,712,715,713,722,707,725,731,708,710,709,702,706,112
610774,704,722,707,711,725,717,709,712,731,742,713,716,726,702,705,710,715,708,706,129.5
610775,712,722,716,709,704,711,725,715,710,708,707,742,731,726,717,702,705,706,713,103.5
610776,705,702,722,710,704,709,717,725,707,712,711,708,713,731,742,726,715,716,706,121
610777,705,712,702,707,711,717,722,725,731,742,726,716,715,713,709,704,710,708,706,94
610778,712,704,705,707,715,726,731,717,713,702,722,725,709,708,710,716,711,742,706,59.5
610779,704,705,722,726,712,742,731,706,709,707,708,711,710,713,715,716,717,725,702,73.5
610780,,,,,,,,,,,,,,,,,,,,22
610781,711,704,705,709,707,712,717,702,722,713,726,715,708,716,725,731,742,706,710,87.5
610782,717,704,722,702,705,742,708,716,707,725,731,711,715,709,726,713,710,712,706,94.5
610783,711,725,707,712,709,713,722,742,731,704,706,705,715,716,708,710,717,726,702,174.5
610784,705,712,704,725,722,707,711,742,731,702,709,717,716,726,715,708,710,713,706,77.5
610785,707,717,704,712,726,742,731,702,725,705,709,713,722,708,711,716,710,715,706,130
610786,712,704,706,731,716,711,726,713,742,717,702,705,722,715,709,708,710,707,725,49
610787,704,717,711,716,705,715,726,709,712,731,706,707,722,725,742,713,708,710,702,137
610788,725,711,707,702,717,715,704,722,713,708,710,742,731,712,706,705,716,709,726,151
610789,712,707,722,717,704,711,713,742,709,702,731,710,708,725,705,716,726,715,706,118.5
610790,704,717,713,731,742,726,702,707,711,712,715,725,708,722,706,710,709,716,705,85.5
610791,704,725,712,717,711,705,709,713,702,716,707,708,710,726,715,722,742,731,706,130.5
610792,711,705,722,712,704,707,731,742,717,725,709,715,710,708,726,702,713,716,706,135
610793,725,707,722,704,717,705,713,709,731,715,742,716,702,708,710,712,711,726,706,113.5
610794,712,704,722,717,702,713,731,705,742,707,725,709,711,716,715,726,708,710,706,87
610795,711,707,717,722,712,704,715,725,726,716,742,709,713,705,702,706,731,710,708,141.5
610796,717,704,711,716,726,742,709,708,707,713,710,722,715,731,702,712,705,725,706,126.5
610797,711,707,716,742,717,709,705,725,713,722,731,712,702,726,704,715,710,708,706,89.5
610798,725,722,707,711,706,731,712,702,726,717,713,742,704,715,708,710,716,705,709,179.5
610799,704,712,711,713,705,707,715,725,742,731,726,722,709,717,702,716,710,708,706,78.5
610800,704,705,717,712,708,716,725,742,731,713,726,711,709,722,702,715,707,706,710,114
610801,707,722,725,711,702,708,712,717,705,704,713,716,709,742,731,715,726,710,706,123.5
610802,712,707,717,725,704,722,708,702,713,709,705,711,731,726,742,716,715,710,706,90.5
610803,705,702,704,716,709,717,711,712,725,707,722,708,731,726,742,715,713,710,706,149
610804,706,711,710,702,704,705,707,708,709,712,713,715,717,722,725,716,731,726,742,143.5
610805,705,716,704,717,726,713,715,708,709,710,711,707,702,712,722,725,731,742,706,100
610806,704,702,717,712,722,725,705,707,716,709,711,742,708,726,731,710,713,715,706,125.5
610807,731,742,715,706,710,704,712,708,726,716,709,711,713,717,702,707,722,705,725,105
610808,712,711,706,725,707,722,709,704,702,710,708,705,726,717,731,742,715,713,716,106.5
610809,712,707,711,722,709,716,704,717,702,725,713,706,742,715,710,708,705,726,731,126.5
610810,712,707,717,722,711,704,725,726,709,702,708,715,713,710,705,716,731,742,706,164
610811,704,712,726,715,717,702,711,725,706,713,722,716,707,742,709,731,708,710,705,97
610812,707,722,725,726,716,717,710,713,708,704,711,712,715,702,709,742,731,706,705,108.5
610813,705,709,716,704,707,711,712,713,717,742,715,731,708,725,726,702,722,710,706,143
610814,712,707,722,725,711,742,704,713,731,709,702,726,706,708,717,715,716,710,705,107
610815,705,704,709,712,707,722,725,715,711,713,710,742,731,717,726,716,708,702,706,133.5
610816,725,707,704,742,711,709,702,717,705,731,715,708,713,716,722,712,710,706,726,136
610817,742,706,711,710,704,725,731,702,709,707,712,722,717,715,713,716,708,705,726,128.5
610818,712,722,704,717,707,715,731,711,726,713,725,742,702,709,716,705,708,710,706,85
610819,711,707,712,717,725,722,706,716,705,702,742,731,704,709,713,708,710,726,715,107.5
610820,742,710,717,713,731,707,722,725,702,726,716,709,715,704,705,711,712,706,708,88.5
610821,722,711,707,712,704,702,705,716,709,731,725,742,715,726,713,717,708,710,706,150
610822,717,742,709,726,715,706,731,725,705,704,702,711,712,722,713,716,707,708,710,85
610823,712,709,704,716,707,722,702,711,725,717,715,710,708,713,726,731,742,705,706,114
610824,704,717,731,726,712,742,707,708,702,711,716,722,725,709,705,715,713,706,710,89
610825,711,725,712,709,707,704,717,702,715,716,722,742,726,705,713,708,731,710,706,88
610826,717,704,731,708,713,709,712,702,711,715,725,705,716,707,722,710,726,706,742,103
610827,717,713,702,722,707,704,712,711,725,731,705,709,716,742,715,726,708,710,706,93
610828,707,722,702,725,711,708,712,717,713,704,742,731,709,705,716,726,715,710,706,81
610829,707,722,708,711,717,712,704,713,715,726,731,742,709,702,725,706,710,716,705,112
610830,711,707,725,722,726,712,702,742,717,716,705,713,708,704,709,715,731,710,706,90.5
610831,717,713,742,709,704,731,726,715,707,711,712,725,722,710,716,702,708,705,706,89
610832,726,731,742,707,712,711,725,722,717,702,704,715,716,709,708,705,710,706,713,95.5
610833,725,717,711,707,712,704,742,705,713,709,722,731,706,715,716,702,708,726,710,135
610834,705,702,704,716,709,707,712,725,722,717,731,713,726,742,711,715,710,708,706,79.5
610835,731,713,708,742,717,709,715,716,712,704,726,705,702,725,722,707,711,710,706,77
610836,706,710,708,704,715,717,726,716,707,722,725,713,712,702,709,711,731,742,705,132.5
610837,713,716,704,722,725,717,705,702,742,712,711,707,731,708,709,715,726,710,706,82
610838,725,707,722,702,742,731,711,709,716,712,704,717,715,726,708,713,710,706,705,128
610839,712,705,704,707,717,742,731,709,722,725,715,716,702,708,710,711,713,726,706,117.5
610840,707,717,715,704,712,710,725,722,708,702,731,742,726,711,716,709,713,705,706,156.5
610841,722,717,704,702,709,716,706,708,710,713,731,742,715,726,705,707,725,711,712,93.5
610842,722,725,702,705,707,716,715,731,704,726,742,711,709,712,706,717,713,708,710,84.5
610843,709,704,705,702,717,731,742,712,716,715,725,722,711,707,726,710,708,713,706,104.5
610844,725,722,711,707,704,705,712,709,717,715,708,716,702,713,731,742,726,710,706,138
610845,717,705,716,725,702,710,708,713,715,704,711,707,712,726,731,722,742,709,706,29
610846,711,705,717,704,712,707,706,716,742,725,722,709,726,702,713,708,710,715,731,126.5
610847,707,717,712,722,725,704,713,709,731,711,716,742,715,708,710,705,702,706,726,125.5
610848,704,705,713,702,709,717,712,715,707,716,722,725,726,708,706,742,710,731,711,105
610849,709,711,707,712,722,726,702,717,731,715,704,725,713,742,710,708,716,705,706,104
610850,704,717,702,707,716,713,731,742,710,705,726,709,711,712,715,722,725,708,706,92
610851,707,702,725,711,717,709,704,726,706,722,712,742,716,715,705,731,713,708,710,150.5
610852,715,731,716,717,704,702,711,712,707,708,722,742,709,713,710,726,725,706,705,90
610853,,,,,,,,,,,,,,,,,,,,35.5
610854,716,709,704,711,725,708,726,742,731,702,717,712,722,705,715,710,713,707,706,120
610855,713,715,717,726,705,704,708,702,712,731,725,709,722,742,707,716,711,710,706,74.5
610856,725,722,742,707,708,712,711,710,704,706,713,705,709,731,726,717,716,715,702,116
610857,711,712,707,725,717,722,709,742,716,702,704,713,705,731,715,706,708,710,726,97
610858,712,717,704,742,705,711,722,713,715,731,716,707,709,702,725,710,726,708,706,117.5
610859,705,711,717,704,726,715,712,709,716,722,725,731,742,702,708,710,713,707,706,93.5
610860,705,702,704,717,716,713,715,726,709,731,707,710,742,722,725,712,711,708,706,88.5
610861,702,713,726,705,704,717,715,722,707,712,711,709,725,716,731,742,708,710,706,82
610862,725,722,707,717,702,705,712,708,713,704,742,731,709,726,716,711,715,710,706,109
610863,704,742,731,717,702,726,713,715,716,707,708,709,711,712,705,706,722,725,710,86
610864,704,711,712,705,742,726,731,715,717,702,725,722,716,708,707,713,709,710,706,81.5
610865,717,709,704,702,707,713,711,742,722,725,712,716,710,708,731,715,705,726,706,83.5
610866,717,722,705,704,715,709,702,725,716,726,731,713,712,742,711,707,708,710,706,88
610867,725,742,731,722,707,711,704,705,702,709,713,716,712,715,708,717,710,726,706,90.5
610868,712,704,716,726,702,731,715,708,709,710,711,705,717,742,722,725,706,713,707,91.5
610869,711,709,716,704,705,717,731,708,702,707,742,710,706,725,715,713,712,722,726,142
610870,711,702,704,716,717,705,707,725,712,713,709,722,708,726,742,706,710,731,715,109.5
610871,707,722,702,713,717,731,705,716,726,704,708,709,711,712,715,725,742,706,710,89
610872,712,704,709,725,722,705,707,711,742,731,702,726,717,713,708,710,716,715,706,110
610873,712,707,725,722,742,731,702,711,706,709,726,717,715,713,704,708,705,716,710,113.5
610874,717,702,712,722,709,713,716,705,715,708,704,710,711,726,707,742,725,731,706,81
610875,725,707,717,742,731,722,712,702,711,716,715,726,713,704,709,705,708,710,706,117
610876,704,722,713,707,709,702,725,717,716,711,712,705,708,731,742,715,726,710,706,119
610877,742,731,711,706,710,725,712,709,708,716,715,713,702,704,726,705,722,707,717,138
610878,742,706,702,704,715,716,731,712,708,710,713,709,711,717,725,726,707,722,705,75.5
610879,702,717,707,722,708,726,704,709,711,715,725,712,716,713,742,731,705,710,706,78
610880,707,722,712,702,705,725,711,709,704,726,716,731,713,717,708,715,710,742,706,95.5
610881,722,731,707,712,711,713,717,702,704,715,708,705,725,709,716,710,742,726,706,122.5
610882,712,704,715,702,717,713,725,742,707,722,731,716,726,709,711,710,708,705,706,111
610883,722,742,704,710,708,731,726,712,717,707,715,702,709,716,706,711,725,705,713,92.5
610884,702,717,712,705,707,716,722,725,704,711,708,710,709,713,715,726,731,742,706,129
610885,712,704,711,717,707,722,709,731,702,713,726,716,725,742,715,710,708,706,705,128.5
610886,711,722,705,709,712,707,702,725,726,742,731,717,704,716,715,708,710,713,706,113.5
610887,722,725,717,707,731,742,709,704,713,706,708,710,711,712,715,702,705,716,726,77.5
610888,725,707,712,717,704,742,731,702,722,706,715,713,708,705,711,709,716,710,726,100
610889,705,716,702,711,715,707,712,709,704,717,722,726,710,742,708,725,713,731,706,131.5
610890,704,711,712,709,722,717,713,715,726,731,707,702,708,716,710,742,725,706,705,127
610891,711,712,709,704,717,705,707,725,722,742,731,702,706,716,710,708,713,715,726,128
610892,711,707,702,709,717,722,725,712,705,716,713,715,710,726,704,708,731,742,706,128.5
610893,717,715,713,704,702,716,709,705,731,707,722,711,712,726,725,742,708,706,710,98
610894,713,705,702,704,726,708,722,717,712,715,710,716,725,707,711,709,731,742,706,63
610895,711,707,705,709,712,713,722,725,742,731,702,704,710,715,726,708,717,716,706,108.5
610896,704,709,717,702,726,712,711,725,722,707,742,731,715,716,713,708,710,705,706,91.5
610897,731,702,712,709,742,717,722,725,707,711,704,726,713,705,716,715,708,710,706,84.5
610898,726,704,713,716,702,717,707,706,705,709,711,712,725,742,722,731,715,708,710,58.5
610899,725,707,705,712,711,704,702,713,726,722,717,709,710,708,716,715,731,742,706,126
610900,715,708,726,709,712,731,742,713,710,717,704,706,702,705,722,725,716,707,711,86
610901,704,702,717,705,710,742,708,715,713,731,726,711,709,725,722,712,716,707,706,43
610902,717,704,713,707,706,726,715,722,742,709,731,712,702,711,725,705,710,716,708,89
610903,713,708,726,716,731,702,704,742,709,712,725,710,705,715,722,717,711,707,706,71.5
610904,708,715,710,726,713,705,716,731,706,702,709,704,742,717,711,712,722,725,707,46
610905,722,707,712,717,709,711,705,715,725,704,726,706,702,713,716,742,731,708,710,128
610906,725,716,711,742,709,705,715,713,726,707,722,702,704,731,717,712,710,708,706,149.5
610907,704,713,709,708,705,715,726,706,710,707,711,712,716,717,742,731,722,702,725,45.5
610908,711,709,707,725,722,717,716,702,705,712,713,708,726,715,731,710,742,704,706,128
610909,726,742,705,712,716,707,715,722,711,725,709,710,713,702,717,731,704,708,706,75.5
610910,712,704,707,722,711,705,715,731,709,716,742,726,702,717,713,708,725,710,706,92
610911,707,725,722,712,717,726,704,705,706,742,731,709,708,710,711,713,716,715,702,137
610912,707,717,704,702,705,712,711,731,722,725,716,709,713,708,710,742,715,726,706,105.5
610913,705,702,708,713,704,717,710,715,709,731,726,722,706,707,742,725,711,712,716,82.5
610914,712,707,702,704,726,705,715,711,710,713,708,716,717,722,725,709,731,742,706,113
610915,725,707,712,711,717,722,709,702,731,726,705,704,706,708,710,713,715,716,742,134
610916,705,716,731,702,704,707,709,711,712,717,715,710,708,722,725,726,742,713,706,98
610917,725,709,702,716,705,742,706,722,711,707,704,717,731,713,712,710,708,715,726,89
610918,712,713,742,731,708,702,710,707,704,709,711,715,716,722,717,725,726,705,706,85
610919,715,725,704,708,712,711,713,709,742,702,707,731,710,705,706,716,726,722,717,140.5
610920,707,711,722,725,712,715,709,705,702,704,708,713,710,706,716,717,731,726,742,139.5
610921,717,704,713,706,715,725,709,710,742,722,707,702,708,731,711,716,712,726,705,87.5
610922,702,715,717,709,704,722,711,707,712,716,725,705,708,713,726,731,742,710,706,94
610923,711,717,702,706,704,716,707,712,708,705,731,742,722,713,715,726,710,709,725,131.5
610924,742,711,707,725,722,712,726,704,702,717,710,731,708,716,705,706,713,715,709,94
610925,707,717,722,712,725,704,702,705,715,742,731,709,716,726,713,711,710,708,706,125
610926,711,712,709,717,705,704,715,707,725,722,702,731,742,716,713,706,726,708,710,131.5
610927,725,711,722,702,707,712,716,709,713,731,705,704,742,717,715,708,710,726,706,157.5
610928,712,702,715,717,713,704,707,709,722,725,726,731,742,711,716,710,708,706,705,115
610929,725,712,722,742,702,711,731,707,715,709,704,717,705,713,710,708,706,716,726,115
610930,717,712,707,704,725,722,711,705,709,702,716,726,713,708,710,715,731,742,706,132.5
610931,711,707,722,725,712,705,709,702,713,716,717,715,704,742,731,708,710,726,706,90
610932,717,704,707,711,722,712,705,716,725,702,713,742,706,709,710,708,715,726,731,100.5
610933,712,726,704,709,731,742,717,702,707,722,725,705,716,711,708,713,715,710,706,108.5
610934,712,717,702,704,709,716,715,705,722,707,713,731,711,725,742,708,726,710,706,84.5
610935,717,713,731,704,715,742,722,707,716,702,705,709,710,726,708,712,711,725,706,104.5
610936,712,715,704,717,713,702,742,725,707,731,722,711,710,709,726,708,705,716,706,109.5
610937,710,708,715,731,742,707,709,704,716,717,722,725,713,702,711,712,705,726,706,69
610938,712,704,731,742,711,725,707,722,709,716,717,715,705,702,713,708,710,726,706,140
610939,725,722,707,742,702,712,715,705,711,717,704,716,731,726,709,713,708,710,706,48
610940,726,717,707,715,704,702,709,712,742,722,725,731,711,705,716,708,710,713,706,109
610941,705,716,704,709,702,725,711,712,722,717,707,731,715,742,726,710,708,713,706,80.5
610942,704,712,717,731,715,742,726,713,722,725,711,707,709,702,710,708,716,705,706,113
610943,712,742,715,731,706,725,711,707,722,702,704,717,709,708,716,705,726,710,713,130.5
610944,712,722,707,725,742,702,715,731,704,717,713,708,710,706,709,711,726,716,705,94.5
610945,742,731,715,725,708,710,726,704,717,709,712,711,705,716,722,702,707,713,706,151
