ID,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,Grade Point 
611581,707,725,711,722,712,704,726,705,716,708,709,710,702,713,715,717,731,706,742,154.5
611582,725,707,722,717,704,706,712,716,711,709,715,713,705,702,731,742,726,708,710,115.5
611583,706,704,717,726,702,742,731,711,713,707,725,722,716,712,710,708,709,715,705,111
611584,707,711,717,709,713,722,712,716,725,710,742,706,702,708,704,715,731,726,705,164
611585,705,717,704,742,702,711,712,707,716,731,709,725,722,713,706,710,726,708,715,105
611586,717,702,715,704,713,707,722,710,731,708,705,726,742,711,709,716,712,706,725,76.5
611587,722,717,711,705,707,710,706,709,704,702,742,708,713,712,726,731,716,725,715,74
611588,722,704,709,711,707,712,725,742,715,717,731,702,726,716,705,713,708,710,706,84.5
611589,704,709,722,712,705,711,706,725,731,717,742,726,707,713,715,716,708,710,702,100.5
611590,725,722,707,712,717,702,704,742,731,705,709,711,713,716,706,715,708,726,710,142.5
611591,705,702,713,708,707,716,711,722,725,710,717,742,731,709,712,704,715,726,706,71
611592,709,717,722,704,716,715,702,711,725,742,705,708,710,706,713,731,726,707,712,76
611593,705,706,702,712,707,708,731,726,716,709,710,742,725,722,711,717,704,713,715,54
611594,707,712,725,722,702,704,717,709,716,711,742,706,705,710,708,731,713,726,715,67
611595,707,722,711,725,709,706,702,704,705,708,712,710,713,715,716,717,726,731,742,161
611596,717,705,704,706,711,709,702,715,708,710,712,713,725,707,742,731,726,716,722,104
611597,712,717,742,705,706,725,707,711,709,731,702,722,704,716,713,726,715,708,710,129
611598,725,707,712,722,705,742,709,711,716,704,702,713,715,710,731,717,706,708,726,130
611599,717,707,709,715,722,742,711,725,716,712,702,706,704,705,731,726,713,710,708,107.5
611600,722,707,725,717,702,712,704,705,713,716,715,709,726,731,742,711,708,710,706,122.5
611601,712,711,707,725,709,722,706,713,717,742,731,726,716,715,702,704,705,708,710,173
611602,725,707,704,711,709,742,731,712,706,717,722,705,710,702,708,713,716,715,726,142
611603,705,711,712,725,722,704,742,717,716,710,713,702,707,706,731,708,715,709,726,56.5
611604,711,707,712,725,717,722,704,709,742,702,731,713,716,705,715,708,726,710,706,108
611605,715,717,713,704,716,702,731,722,709,707,726,725,742,712,711,708,705,710,706,80
611606,707,716,712,722,717,708,713,725,711,702,715,704,726,731,742,709,705,710,706,73
611607,725,707,711,712,731,722,704,742,726,702,717,716,715,710,709,708,713,706,705,77.5
611608,717,704,709,707,702,742,731,715,712,711,716,708,726,725,722,713,710,705,706,101.5
611609,742,711,712,731,707,722,706,725,726,715,702,705,704,713,716,717,710,709,708,101.5
611610,725,722,707,711,712,702,706,717,704,713,726,716,709,710,708,705,715,731,742,150.5
611611,709,712,704,705,715,725,711,722,707,706,717,713,702,716,742,731,726,708,710,133.5
611612,711,707,712,725,722,717,716,704,702,709,742,706,705,713,708,710,715,726,731,145.5
611613,712,707,722,725,711,704,709,717,705,716,702,710,731,726,715,742,713,708,706,121.5
611614,711,707,725,712,704,716,709,702,715,717,742,731,726,722,705,713,710,708,706,151.5
611615,705,702,704,707,742,722,725,709,717,711,712,731,716,726,713,715,708,710,706,92
611616,706,702,704,705,707,708,709,710,711,712,713,715,716,717,722,725,726,731,742,191.5
611617,707,711,712,716,725,704,705,702,709,717,722,731,742,726,715,713,708,710,706,132
611618,725,722,707,712,711,717,704,709,713,705,702,742,716,715,731,710,708,706,726,87.5
611619,712,707,725,717,704,705,702,711,709,716,710,722,742,726,731,713,706,715,708,117
611620,731,742,707,712,711,725,722,706,717,702,704,709,713,710,716,705,708,715,726,87
611621,707,742,706,722,725,731,712,717,711,726,704,705,716,710,702,715,709,713,708,126.5
611622,711,705,716,709,725,707,742,722,702,704,731,712,715,717,706,726,710,708,713,171.5
611623,725,707,712,705,711,706,717,731,715,742,702,704,716,722,708,709,710,713,726,149.5
611624,707,722,717,702,705,715,731,725,713,711,742,704,709,706,712,716,726,708,710,107.5
611625,731,742,715,717,712,702,716,706,711,707,722,725,713,708,704,709,726,705,710,101.5
611626,722,707,725,712,702,705,716,711,709,717,710,713,708,715,726,704,742,731,706,73.5
611627,716,713,709,704,731,722,742,702,717,708,711,712,707,725,710,715,706,726,705,79.5
611628,742,725,707,712,722,704,717,711,716,715,713,709,702,731,705,706,708,710,726,93
611629,707,722,711,712,717,709,704,702,725,726,710,713,731,716,715,742,705,708,706,97.5
611630,717,707,702,704,713,715,711,722,725,712,716,726,709,742,731,708,710,705,706,115
611631,717,722,702,707,742,706,710,712,711,725,709,704,708,705,716,731,713,715,726,98.5
611632,717,707,709,704,715,702,725,726,711,712,742,710,713,731,708,705,722,716,706,118.5
611633,707,702,722,716,704,709,705,726,715,731,742,717,725,712,713,708,710,706,711,155.5
611634,707,722,712,702,705,711,709,715,713,725,742,708,726,717,704,716,731,710,706,143.5
611635,705,709,717,704,722,742,707,725,711,715,716,702,712,706,713,710,731,726,708,90.5
611636,725,711,742,712,709,704,713,731,707,717,722,702,708,716,710,715,726,706,705,115
611637,711,709,712,716,707,717,704,702,722,713,705,725,706,708,710,726,742,731,715,110.5
611638,711,712,716,707,722,725,705,709,742,702,706,715,717,704,731,726,713,708,710,113
611639,725,711,707,717,712,731,742,705,716,710,708,726,702,704,706,722,709,713,715,137
611640,712,711,713,707,742,715,705,706,725,731,702,704,716,710,708,709,717,722,726,123.5
611641,707,704,722,725,712,702,717,716,709,713,742,731,708,710,711,706,726,715,705,97
611642,712,709,742,704,702,731,722,717,711,725,707,705,713,715,726,716,710,708,706,109.5
611643,712,711,707,742,715,717,706,722,731,726,725,704,716,702,709,713,710,705,708,151.5
611644,711,712,707,717,725,702,709,722,705,704,742,706,716,715,726,731,713,710,708,131
611645,712,722,725,731,717,707,713,704,711,709,702,710,708,742,715,716,726,705,706,127
611646,717,704,710,731,742,713,715,708,709,722,716,726,702,725,712,711,707,705,706,75
611647,725,711,705,702,709,742,707,706,731,722,712,717,713,716,715,710,708,704,726,131
611648,711,707,709,704,722,742,702,705,706,708,710,712,713,715,716,717,725,726,731,132.5
611649,725,704,702,709,717,706,742,707,705,710,708,712,711,713,726,731,722,716,715,136.5
611650,712,706,742,717,711,707,725,722,704,710,731,705,708,709,713,702,716,726,715,126
611651,712,707,711,725,709,717,742,722,702,716,704,731,705,706,708,713,715,726,710,133.5
611652,711,725,707,722,712,704,716,717,726,709,713,715,708,702,742,731,710,705,706,133
611653,711,707,725,705,717,712,742,702,709,716,704,722,731,726,713,715,710,708,706,94
611654,712,725,707,711,704,742,722,713,710,708,717,709,731,705,706,716,702,715,726,164.5
611655,708,722,715,713,731,726,705,742,725,717,716,712,711,710,709,704,707,702,706,87
611656,725,707,722,702,711,706,731,742,705,717,716,709,715,712,704,710,708,713,726,108
611657,712,742,711,704,716,731,722,702,717,705,713,726,709,725,706,708,710,715,707,94.5
611658,722,702,742,707,725,709,716,713,711,706,710,704,715,712,708,726,717,731,705,108
611659,713,712,711,708,717,705,702,704,710,707,709,715,716,722,725,726,731,742,706,137.5
611660,702,705,704,717,716,713,726,725,722,706,707,712,711,709,710,708,731,742,715,102.5
611661,707,712,722,742,717,709,704,711,710,726,716,702,715,731,706,705,725,713,708,93.5
611662,725,707,704,706,717,722,702,712,711,709,726,715,742,713,716,705,731,708,710,143
611663,702,716,704,705,722,742,717,707,708,709,711,710,712,713,715,725,726,706,731,101
611664,706,742,705,707,704,717,715,731,702,726,710,713,708,709,722,725,716,711,712,116
611665,704,717,702,715,731,742,725,707,722,712,716,709,711,713,705,710,708,706,726,78.5
611666,725,711,712,704,707,722,717,706,709,702,716,705,713,710,742,715,708,731,726,96.5
611667,725,707,722,731,742,711,712,710,706,717,715,708,702,726,716,704,705,713,709,125.5
611668,706,707,725,712,717,722,711,742,709,716,704,731,715,702,713,726,705,708,710,100.5
611669,,,,,,,,,,,,,,,,,,,,63
611670,725,742,722,712,705,702,704,717,711,715,707,713,716,709,710,708,706,731,726,108.5
611671,725,722,707,716,717,711,702,712,704,709,710,708,705,715,726,742,731,713,706,82.5
611672,742,731,707,706,726,725,722,717,716,715,702,713,712,711,710,709,708,705,704,91
611673,711,712,731,716,704,709,722,707,708,706,702,717,726,725,705,710,715,742,713,93
611674,722,725,707,705,709,716,702,711,712,704,715,726,710,708,713,731,742,706,717,123.5
611675,717,725,742,707,722,709,705,702,712,711,716,706,710,731,704,713,715,708,726,109
611676,705,711,716,725,722,707,717,712,704,702,708,713,709,731,742,710,726,715,706,122
611677,705,711,707,709,722,702,725,712,716,731,717,704,708,710,713,715,742,726,706,134
611678,731,704,702,717,712,742,716,711,709,722,707,725,726,705,713,710,708,715,706,111.5
611679,725,707,706,705,702,704,742,715,708,717,726,722,716,710,709,713,712,711,731,109.5
611680,712,717,704,711,742,731,707,725,722,709,716,705,710,708,726,702,715,706,713,103
611681,711,707,712,722,717,715,702,704,709,713,716,705,742,725,731,710,708,726,706,86.5
611682,706,711,722,725,707,712,702,716,705,726,709,713,704,715,717,731,708,710,742,134.5
611683,725,711,742,707,712,722,717,716,731,706,705,709,702,710,704,713,708,715,726,105.5
611684,709,725,715,711,716,712,742,704,731,702,705,726,713,708,710,717,722,707,706,95.5
611685,705,704,707,709,742,731,726,722,725,717,716,715,702,708,710,711,713,706,712,91.5
611686,707,725,711,722,713,742,731,705,702,704,708,709,712,710,715,716,717,726,706,161.5
611687,707,712,722,725,711,702,705,709,716,704,708,713,710,717,726,715,742,731,706,116
611688,705,709,702,707,712,722,716,717,725,715,713,711,710,708,704,731,726,742,706,121.5
611689,707,712,711,717,716,702,704,725,722,713,708,710,715,742,731,709,726,705,706,137.5
611690,707,711,717,722,704,725,716,709,705,712,715,702,706,713,710,708,731,742,726,129.5
611691,711,709,702,705,742,704,717,712,707,725,722,715,731,726,716,713,706,710,708,70.5
611692,704,705,716,711,709,707,722,725,702,717,712,713,742,731,706,715,710,708,726,116
611693,712,709,711,707,722,717,725,731,742,704,715,716,705,713,726,702,706,708,710,131.5
611694,712,704,706,715,710,705,707,722,731,717,709,742,726,711,716,708,702,713,725,92.5
611695,712,726,715,742,731,717,725,722,704,707,711,702,705,709,716,708,713,710,706,116
611696,725,707,722,704,705,712,711,713,702,709,716,731,742,717,715,726,706,708,710,157.5
611697,710,704,717,722,709,713,707,712,702,725,726,711,716,715,742,706,731,705,708,99
611698,707,712,717,702,722,709,716,711,725,742,731,704,705,708,710,715,713,726,706,112.5
611699,711,712,725,707,742,731,722,716,702,704,713,726,705,708,717,710,709,715,706,155
611700,707,712,742,702,722,716,717,705,709,731,704,706,713,710,708,726,715,725,711,99.5
611701,711,717,706,705,716,712,707,704,725,742,722,709,708,710,713,715,702,726,731,108.5
611702,725,704,705,709,702,717,711,715,710,713,712,707,722,708,716,742,726,731,706,81
611703,707,717,702,705,712,704,706,708,709,710,713,711,715,725,716,722,726,742,731,101.5
611704,712,731,715,704,742,717,725,707,709,711,722,705,702,710,708,726,713,716,706,113.5
611705,712,722,707,704,702,716,705,717,742,709,715,713,725,711,731,706,708,710,726,100.5
611706,725,722,704,717,702,742,707,712,711,709,705,716,731,715,726,708,713,706,710,109.5
611707,731,742,712,704,717,709,713,715,702,710,708,706,716,707,722,705,711,726,725,97.5
611708,716,707,717,706,742,722,731,704,709,713,715,705,725,711,712,702,708,726,710,97.5
611709,705,707,711,712,722,725,702,704,742,716,717,731,706,709,715,726,710,708,713,116
611710,711,725,712,742,705,707,706,722,731,716,702,704,708,709,710,715,726,713,717,138.5
611711,705,716,702,706,731,709,708,707,710,711,712,713,717,704,722,726,742,715,725,112.5
611712,707,702,716,722,717,712,705,725,742,710,704,708,726,731,706,713,715,709,711,128.5
611713,711,725,707,722,709,716,704,702,706,710,705,717,713,708,712,715,742,731,726,162
611714,712,707,704,722,725,717,702,726,713,715,742,731,705,711,709,716,706,708,710,108.5
611715,711,709,742,704,705,722,717,706,715,716,707,702,712,708,725,710,731,713,726,112
611716,705,707,702,704,717,731,715,709,716,742,722,725,726,708,710,712,711,713,706,92
611717,711,709,742,704,717,706,722,725,702,707,715,716,712,708,726,713,710,731,705,115.5
611718,725,707,722,717,704,709,711,716,726,712,715,706,710,742,731,702,708,713,705,114
611719,717,704,708,711,709,726,716,715,712,710,702,731,742,705,713,707,722,725,706,75.5
611720,707,722,742,702,715,704,713,731,710,708,711,712,709,716,706,717,725,705,726,132.5
611721,712,707,711,725,722,742,704,717,716,709,731,713,715,705,702,726,708,706,710,136
611722,742,725,722,704,717,705,713,712,707,716,708,709,711,726,715,731,702,706,710,87.5
611723,711,717,712,731,704,702,742,713,725,722,707,705,715,706,726,710,716,709,708,117
611724,725,707,706,705,717,715,726,704,708,712,722,710,713,731,702,742,709,716,711,120.5
611725,725,722,707,712,711,705,742,702,731,717,716,709,704,706,715,710,713,708,726,83.5
611726,717,722,702,707,713,712,704,709,742,716,731,715,726,706,705,710,725,711,708,90.5
611727,711,725,712,707,709,716,705,715,706,702,717,742,726,713,708,731,722,710,704,140
611728,722,704,702,709,705,713,715,731,708,716,726,717,707,725,711,712,742,710,706,82
611729,707,722,725,712,711,717,713,706,702,704,708,709,742,705,710,726,716,715,731,150
611730,725,712,705,704,709,722,702,707,715,726,716,731,717,711,713,708,710,742,706,80.5
611731,717,702,707,711,704,713,722,709,712,725,705,710,716,726,742,715,708,731,706,71.5
611732,717,702,705,715,712,711,713,716,726,722,707,709,725,742,710,708,704,731,706,96.5
611733,705,711,707,709,726,715,742,725,713,712,717,722,716,731,710,708,704,702,706,100.5
611734,742,717,704,722,705,709,712,706,702,715,725,707,731,716,711,713,708,710,726,106.5
611735,707,702,716,717,704,711,712,722,725,705,742,715,710,731,713,709,708,706,726,111.5
611736,704,709,716,707,711,712,725,717,722,715,742,706,702,710,726,731,708,713,705,118.5
611737,717,706,731,742,715,726,709,704,710,713,708,702,711,712,707,722,725,716,705,90.5
611738,711,712,707,722,725,717,709,704,705,706,708,702,710,713,715,716,726,731,742,152.5
611739,712,717,707,715,704,702,716,705,722,726,709,725,710,708,742,731,713,711,706,125.5
611740,712,742,731,722,707,725,717,713,702,716,709,704,715,711,708,726,710,705,706,105
611741,705,717,711,716,702,707,704,712,709,726,713,710,708,722,725,715,742,731,706,104
611742,725,711,709,742,731,717,722,704,707,702,705,708,716,713,715,726,712,710,706,121
611743,704,717,709,715,705,716,702,725,722,712,711,742,707,713,731,726,708,710,706,80
611744,707,706,742,722,717,713,725,711,712,704,709,716,705,731,710,708,715,702,726,107
611745,742,707,711,712,702,704,717,722,725,731,709,710,705,715,706,716,708,726,713,129
611746,711,707,712,725,722,717,709,713,716,708,726,704,702,742,705,710,731,715,706,84.5
611747,725,711,705,709,722,704,707,742,712,706,713,702,731,715,716,717,708,710,726,194
611748,705,702,716,709,704,717,722,707,711,712,726,742,715,708,731,713,706,725,710,85.5
611749,712,704,707,709,725,722,705,711,742,717,715,731,713,710,706,702,708,726,716,39
611750,707,725,704,717,712,711,722,715,705,709,731,702,713,710,716,708,742,706,726,93.5
611751,712,717,716,715,704,702,707,705,722,726,709,725,710,708,742,731,713,711,706,91
611752,707,722,725,704,709,712,711,726,713,710,708,717,715,716,702,705,706,742,731,125
611753,704,731,742,709,712,716,702,722,717,707,726,713,708,710,715,711,725,705,706,78
611754,706,711,707,712,702,704,705,708,709,710,713,716,717,726,742,731,725,722,715,178
611755,712,722,709,704,716,707,715,711,742,717,713,702,705,725,708,710,726,731,706,112
611756,717,713,715,712,702,704,716,742,709,707,706,726,710,708,731,711,725,722,705,83.5
611757,712,711,707,725,706,722,713,731,705,704,717,709,710,715,716,726,702,742,708,117.5
611758,742,717,715,706,731,705,709,707,710,716,711,722,725,726,702,704,712,713,708,91
611759,707,711,712,722,725,702,717,706,704,731,742,709,713,726,716,715,710,708,705,133.5
611760,707,722,713,717,709,711,712,726,725,715,702,705,716,742,731,704,706,710,708,106.5
611761,712,707,711,722,717,709,725,715,726,713,702,704,742,731,708,710,716,705,706,127
611762,707,711,706,704,722,725,717,712,702,709,742,731,715,716,708,713,705,710,726,78.5
611763,705,722,707,709,702,706,704,711,708,742,731,726,725,717,716,715,713,712,710,117.5
611764,707,722,712,711,717,709,704,725,706,705,742,731,702,726,716,710,708,713,715,160
611765,704,709,725,742,702,731,710,706,707,722,716,717,713,715,711,712,708,705,726,113
611766,711,707,712,725,717,722,709,715,706,716,710,708,705,713,726,704,702,731,742,116.5
611767,711,712,707,702,717,704,705,709,726,708,710,716,706,713,742,731,715,725,722,89.5
611768,725,742,707,715,717,704,706,722,713,731,708,711,716,712,709,710,726,702,705,124.5
611769,706,712,717,742,726,704,731,708,702,715,705,707,725,722,709,710,716,713,711,102.5
611770,705,711,706,717,713,707,715,708,722,716,704,725,712,702,710,742,731,709,726,121.5
611771,712,711,725,731,722,706,742,726,708,705,702,704,707,709,710,713,715,716,717,186
611772,712,707,717,709,722,705,711,725,702,704,716,713,726,742,731,708,710,715,706,118
611773,711,707,722,717,702,704,715,705,725,712,713,709,742,716,706,726,731,708,710,127.5
611774,725,711,707,712,722,742,704,717,709,715,702,705,731,716,706,713,710,708,726,154.5
611775,706,712,704,711,725,707,717,722,742,731,726,715,713,710,709,708,716,705,702,140.5
611776,711,725,707,722,712,704,702,742,713,717,716,731,706,708,710,709,715,726,705,167
611777,742,731,706,725,705,702,722,716,711,709,704,710,713,707,708,726,715,717,712,117.5
611778,712,704,717,711,709,742,731,715,726,707,722,725,713,708,710,702,705,716,706,65
611779,705,709,716,702,706,712,704,717,742,722,711,710,707,725,708,713,731,715,726,92.5
611780,717,713,715,704,708,731,707,711,742,726,725,705,722,716,702,710,709,712,706,99
611781,711,717,709,706,704,702,707,712,716,722,715,725,731,742,713,726,708,710,705,116.5
611782,711,712,725,742,702,704,731,726,705,716,715,713,708,709,706,717,710,707,722,132
611783,717,707,704,711,722,715,712,705,708,702,713,716,709,731,710,725,706,742,726,117
611784,725,707,711,712,722,717,704,702,709,716,706,705,742,708,713,726,715,710,731,95.5
611785,706,709,731,742,717,713,712,711,704,707,725,715,722,708,710,726,702,716,705,98.5
611786,712,711,725,704,742,731,707,722,709,702,705,716,713,717,708,710,715,726,706,127
611787,725,742,717,704,715,726,702,712,707,722,711,716,709,705,731,706,713,708,710,97.5
611788,711,716,705,726,708,722,725,709,704,717,707,712,702,713,715,710,731,742,706,52
611789,742,706,709,702,731,705,715,704,710,713,717,712,726,708,716,725,722,711,707,114
611790,707,712,704,742,717,702,722,709,716,725,731,711,708,710,715,726,705,713,706,113
611791,707,722,725,711,712,717,704,709,742,702,713,731,706,716,726,715,705,710,708,116.5
611792,707,717,704,702,726,711,709,713,712,725,722,715,705,731,742,716,710,708,706,95.5
611793,711,709,716,704,715,713,742,731,706,707,717,702,726,725,722,705,710,712,708,83
611794,704,717,705,713,706,707,709,710,711,712,715,716,702,708,722,725,726,731,742,62.5
611795,716,731,705,704,709,712,711,713,717,722,725,742,715,702,707,708,710,726,706,77
611796,715,708,717,702,706,709,711,707,742,731,722,725,712,716,705,704,726,713,710,39
611797,712,725,722,707,705,711,713,717,702,709,704,708,715,731,742,716,726,710,706,117.5
611798,711,712,709,707,705,725,717,704,716,708,713,722,731,715,726,742,702,710,706,134.5
611799,716,731,705,717,702,704,726,713,722,725,709,742,708,707,715,711,712,710,706,101.5
611800,712,709,704,711,707,715,722,702,726,705,706,708,717,731,742,716,710,713,725,95
611801,712,717,704,707,722,725,726,705,702,716,708,713,731,709,715,711,742,710,706,48.5
611802,713,742,731,709,704,708,717,725,715,710,702,712,722,726,707,705,716,711,706,106.5
611803,717,715,726,716,704,702,705,713,722,725,731,710,712,742,711,706,709,707,708,123
611804,,,,,,,,,,,,,,,,,,,,27
611805,,,,,,,,,,,,,,,,,,,,26
611806,725,707,722,726,713,702,731,704,712,708,705,717,715,716,709,711,742,710,706,94
611807,705,726,716,702,712,707,715,713,708,710,711,731,742,725,704,709,722,717,706,37.5
611808,712,710,705,713,731,742,709,725,707,722,708,715,717,711,716,702,704,726,706,61
611809,722,725,707,711,712,726,717,704,709,716,713,705,702,710,708,731,715,742,706,65
611810,704,702,716,709,711,715,712,707,722,725,708,717,705,726,742,731,706,710,713,80.5
611811,711,725,705,716,722,742,731,712,707,704,709,717,708,715,726,713,702,710,706,102.5
611812,715,717,731,707,712,704,742,705,711,725,722,709,710,716,708,726,702,713,706,79
611813,,,,,,,,,,,,,,,,,,,,59
611814,704,717,722,725,726,708,713,707,715,709,716,731,742,712,711,710,706,702,705,74.5
611815,,,,,,,,,,,,,,,,,,,,24
611816,702,704,706,707,705,709,708,710,711,712,713,715,716,726,722,731,742,725,717,8
611817,,,,,,,,,,,,,,,,,,,,5.5
611818,712,717,704,715,742,731,726,705,713,707,709,711,702,725,716,722,708,710,706,48.5
611819,710,731,702,704,705,706,707,708,709,711,712,713,715,716,717,722,725,726,742,26.5
611820,742,708,705,702,707,704,709,711,731,726,725,722,715,717,713,716,712,710,706,75.5
611821,711,725,704,731,702,707,722,712,742,705,716,717,715,709,708,706,713,726,710,55
611822,709,704,717,702,715,726,708,712,725,716,722,742,707,711,705,713,710,731,706,93.5
611823,712,710,705,709,702,704,706,707,708,711,713,715,716,717,722,725,726,731,742,111.5
611824,704,717,705,709,707,722,708,725,702,712,711,742,731,726,716,713,710,706,715,96
611825,704,702,717,715,712,722,707,725,705,708,709,716,711,731,726,742,710,713,706,77
611826,722,707,725,726,705,702,742,708,706,704,716,715,713,712,711,710,709,731,717,66
611827,713,717,722,725,726,731,742,702,704,705,706,707,708,709,710,711,712,715,716,87
611828,705,731,742,717,715,716,708,702,709,711,713,726,704,722,725,707,712,706,710,54.5
611829,711,712,707,725,742,722,709,704,731,713,716,702,710,708,717,705,715,726,706,138.5
611830,712,707,711,704,702,717,709,725,713,722,716,715,726,705,706,742,731,708,710,98
611831,702,712,707,705,711,725,722,716,709,717,706,710,742,708,731,715,713,726,704,69.5
611832,705,731,742,702,713,707,704,709,711,708,722,715,716,717,712,725,726,710,706,38.5
